,code,product_name,quantity,packaging_en,brands_en,categories_en,origins_en,labels_en,countries_en,nutriscore_grade,pnns_groups_1,pnns_groups_2,food_groups_en,environmental_score_score,environmental_score_grade,main_category_en,carbon-footprint_100g,carbon-footprint-from-meat-or-fish_100g
7436,4740113034276,Koorene joghurt mustikatega,,,Farmi,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,"Estonia,Finland",c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
7437,4740113034283,Koorene joghurt mustade kirssidega,,,Farmi,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,,"Estonia,Finland",c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts,,
7554,4056489109594,Ranskankerma 30%,100 gram,,milbona,"Dairies,Creams",,,"Belgium,Finland,Netherlands",d,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",70.0,b,Creams,,
7566,6408430021024,Valiojogurtti,,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,"Finland,France",b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",67.0,b,Yogurts,,
7627,7392672000697,Turkish yoghourt naturell laktosfri,,,Salakis,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,"Finland,France",c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",67.0,b,Yogurts,,
7628,7392672004459,"Grekisk yoghurt, laktosfri",,,Salakis,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Greek-style yogurts",,,"Finland,Sweden",a,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",67.0,b,Greek-style yogurts,,
7635,8718166007635,Protein Mango Pouch Yogurt,200 g,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,"Finland,United Kingdom,United States",a,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",67.0,b,Yogurts,,
7649,6414893095847,Vaniljajogurtti,150g,,Rainbow,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Vanilla yogurt","Finland,Sweden",,"Finland,France",c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",83.0,a,Vanilla yogurt,,
7666,6408430000258,Eila laktoositon kevytmaitojuoma,1 L,,Valio,"Dairies,Milks (liquid and powder),Milks",Finland,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",52.0,c,Milks,,
7669,6410405218872,Kreikkalainen jougurtti,1 kg,,Pirkka,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Plain fermented dairy desserts,Plain yogurts,Greek-style yogurts,Plain-greek-style-yogurts",European Union,,Finland,unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",68.0,b,Plain-greek-style-yogurts,,
7672,6413300024296,Sipoolainen Rahka-jogurtti,,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",Finland,,Finland,a,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",82.0,a,Yogurts,,
7674,6415712506032,Rasvaton maito,1 L,,Kotimaista,"Dairies,Milks (liquid and powder),Milks,Skimmed milks",Finland,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",56.0,c,Skimmed milks,,
7686,460053125608,Vapaan lehmän rasvaton maito,1l,,Juustoportti,"Dairies,Milks (liquid and powder),Milks",Finland,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Milks,,
7698,6408653125608,Vapaan lehmän rasvaton maito,,,Juustoportti,"Dairies,Milks (liquid and powder),Milks",Finland,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Milks,,
7699,6408653126612,Pehmeä turkkilainen jogurtti,350 g,,Juustoportti,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Plain fermented dairy desserts,Plain yogurts",Finland,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Plain yogurts,,
7705,6410405082626,Suomalainen rasvaton maito,,,Pirkka,"Dairies,Milks,Pasteurised milks,Skimmed milks",Finland,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Skimmed milks,,
7706,6410405113559,Suomalainen täysmaito,,,Pirkka,"Dairies,Milks,Pasteurised milks,Whole milks",Finland,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Whole milks,,
7713,6410405232687,Maustamaton AB-jogurtti,1 kg,,Pirkka,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",Finland,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
7714,6410405234452,Suomalainen laktoositon kevytmaitojuoma,1 L,,Pirkka,"Beverages and beverages preparations,Beverages,Dairies,Milks,Lactose-free milk",Finland,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Lactose-free milk,,
7716,6410405241436,Suomalainen jogurtti,,,Pirkka,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Plain fermented dairy desserts,Plain yogurts",Finland,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Plain yogurts,,
7721,6410405317728,Maitojuoma,,,Pirkka,"Dairies,Milks",Finland,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Milks,,
7726,6413300020052,Islantilainen jogurtti,,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Plain fermented dairy desserts,Plain yogurts",Finland,,Finland,a,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Plain yogurts,,
7729,6414893010123,Rasvaton maustamaton jogurtti,1 kg,,Kotimaista,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Plain fermented dairy desserts,Plain yogurts",Finland,,Finland,a,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Plain yogurts,,
7731,6414893389229,Kreikkalainen jogurtti,,,Rainbow,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Plain fermented dairy desserts,Plain yogurts",European Union,,Finland,a,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Plain yogurts,,
7734,6415712614508,Ab jogurtti,,,Kotimaista,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",Finland,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
7740,6417777001422,Tuore kuohukerma,5 dl,,Maitokolmio,"Dairies,Creams",Finland,,Finland,d,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Creams,,
7742,6417781007052,Rasvaton maito,1 L,,Satamaito,"Dairies,Milks,Skimmed milks",Finland,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Skimmed milks,,
7775,4002971103007,Rahkajogurtti,250 g,,Ehrmann,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Plain fermented dairy desserts",,,Finland,a,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",67.0,b,Plain fermented dairy desserts,,
7797,6405344000138,Mustikka-jogurtti,500 g,,Koivulan,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",79.0,a,Yogurts,,
7798,6405344000145,Vadelma-Jogurtti,500 g,,Koivulan,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",79.0,a,Yogurts,,
7803,6408430014903,Laktoositon kevytkerma 10%,2 dL,,Valio,"Dairies,Creams",,,Finland,d,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",65.0,b,Creams,,
7804,6408430026432,Maustamaton jogurtti,,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",67.0,b,Yogurts,,
7825,6410405164629,Creme fraiche,,,Pirkka,"Dairies,Fermented foods,Fermented milk products,Creams,Fermented creams",,,Finland,unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",65.0,b,Fermented creams,,
7840,6413300000658,Kalinka Jogurtti,,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",64.0,b,Fruit yogurts,,
7841,6413300006018,Kalinka Jogurtti Vadelma Mustikka,,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,,Finland,unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",64.0,b,Fruit yogurts,,
7846,6414893074255,Laktoositon ruokakasvirasvasekoite 7%,,,Kotimaista,"Dairies,Creams",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",65.0,b,Creams,,
7850,6415712506117,Täysmaito,1l,,Kotimaista,"Dairies,Milks,Whole milks,Cow milks",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",33.0,d,Cow milks,,
7861,6430033521090,Smetana 20%,350g,,Deliciest,"Dairies,Fermented foods,Fermented milk products,Creams,Fermented creams,Sour creams,Smetana,Smetana with 15% to 34% fat",,,Finland,d,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",65.0,b,Smetana with 15% to 34% fat,,
7868,6438574042661,,150g,,Coop,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Vanilla yogurt",,,Finland,unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",67.0,b,Vanilla yogurt,,
7869,6438574133505,Smetana,,,Xtra,"Dairies,Fermented foods,Fermented milk products,Creams,Fermented creams,Sour creams,Smetana,Smetana with 15% to 34% fat",,,Finland,d,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",65.0,b,Smetana with 15% to 34% fat,,
7880,7340011461319,Jogurttirahka,250 g,,Rainbow,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Plain fermented dairy desserts",,,Finland,a,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",68.0,b,Plain fermented dairy desserts,,
7885,7392672000635,Turkkilainen Maustamaton Jogurtti Laktoositon,,,Salakis,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",67.0,b,Yogurts,,
7955,20041700,MILK,1 liter,,Ilona,"Plant-based foods and beverages,Beverages,Dairies,Plant-based beverages,Dairy drinks,Fruit-based beverages,Fruit and milk beverages",,,Finland,unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit and milk beverages,,
7960,20343835,Rahkajogurtti,250 g,,milbona,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Quarks,fi:rahkajogurtit",,,Finland,a,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,fi:rahkajogurtit,,
8000,4740113034658,Koorene joghurt virsikutega,400 g,,Farmi,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts,Peach yogurts",,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Peach yogurts,,
8003,4742231004223,Mangokermajogurtti,200 g,,Saare,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts,,
8004,4742231004599,Vadelma-granaattiomenakermajogurtti,200 g,,Saare,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts,,
8005,4742231005282,Persikkakermajogurtti,200 g,,Saare,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts,,
8015,5202178001994,Aito kreikkalainen jogurtti,400 g,,Olympus,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Plain fermented dairy desserts,Plain yogurts,Greek-style yogurts,Plain-greek-style-yogurts",,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Plain-greek-style-yogurts,,
8016,5202178084317,Rasvaton aito kreikkalainen jogurtti hunajan kanssa,150 g,,Olympus,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Greek-style yogurts",,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Greek-style yogurts,,
8034,5709281011150,Greek Creamy Yoghurt,1000 g,,Salakis,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Greek-style yogurts",,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Greek-style yogurts,,
8035,5709281011273,Greek yoghurt blueberry,150 g,,Salakis,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts,Greek-style yogurts",,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Greek-style yogurts,,
8036,5709281011280,Greek yoghurt strawberry,150 g,,Salakis,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts,Greek-style yogurts",,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Greek-style yogurts,,
8088,6407204028504,"AB Luonnonjogurtti 2,3%",1 kg,,Alands-mejeriet,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Bifidus yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Bifidus yogurts,,
8102,6408430000524,Valio eila laktoositon kevytmaitojuoma,1.75 l,,Valio,"Dairies,Milks,Lactose-free milk",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Lactose-free milk,,
8103,6408430000586,Maitojuoma,1 L,,Valio,"Dairies,Milks",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Milks,,
8104,6408430000647,Luomu kevytmaito,"1,75 l",,Valio,"Dairies,Milks",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Milks,,
8105,6408430001538,Laktoositon kuohukerma,2 dL,,Valio,"Dairies,Creams",,,Finland,d,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Creams,,
8106,6408430001668,Kahvikerma,2 dL,,Valio,"Dairies,Creams",,,Finland,unknown,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Creams,,
8109,6408430014484,Kahvikerma,"3,3 dl",,Valio,"Dairies,Creams",,,Finland,d,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Creams,,
8110,6408430021673,A+ luonnonjogurtti ja marjamysli,200 g,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Yogurts with cereals,Bifidus yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Bifidus yogurts,,
8111,6408430022151,Lohkeava luonnonjogurtti,150 g,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Plain fermented dairy desserts,Plain yogurts",,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Plain yogurts,,
8112,6408430022168,Lohkeava jogurtti raparperi,150 g,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts,,
8113,6408430023264,Lohkeava jogurtti mustikka,150 g,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts,,
8114,6408430023332,Kreikkalainen Jogurtti Laktoositon,500 g,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Plain fermented dairy desserts,Plain yogurts,Greek-style yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Greek-style yogurts,,
8115,6408430023721,Hedelmäinen jogurtti vadelma,150 g,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts,,
8116,6408430024902,Hedelmäinen jogurtti ananas,150 g,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts,,
8117,6408430024933,Valiojogurtti Vadelma,1kg,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
8122,6408430041312,"Valio Keittiön crème fraîche laktoositon, luomu",150 g,,Valio,"Dairies,Creams",,,Finland,d,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Creams,,
8128,6408430141227,Arki Créme Fraîche,180 g,,Valio,"Dairies,Creams",,,Finland,d,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Creams,,
8139,6408430400164,Herkko kermainen jogurtti mansikkakakku,380 g,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts,,
8140,6408430400218,Kreikkalainen jogurtti appelsiini-valkosuklaa,150 g,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts,Greek-style yogurts",,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Greek-style yogurts,,
8143,6408430400287,Luonnonjogurtti+ Passio-hedelmä & Banaani,150 g,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts,,
8144,6408430400300,Valiojogurtti Vesimeloni,200 g,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts,,
8147,6408430407545,A+ rasvaton kreikkalainen luonnonjogurtti,1 kg,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts,Greek-style yogurts",,,Finland,a,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Greek-style yogurts,,
8149,6408430407897,Luonnon Jogurtti+,1 kg,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts,,
8150,6408430407958,Rasvaton jogurtti persikka,150 g,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts,,
8151,6408430408641,Arki jogurtti maustamaton,1 kg,,Valio,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
8154,6408430840625,Skimmed milk powder,400g,,Valio,"Dairies,Milks,Skimmed milks",,,Finland,e,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Skimmed milks,,
8157,6408652221622,Vapaan lehmän AB-jogurtti,1 kg,,Juustoportti,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
8158,6408652221646,AB rasvaton jogurtti maustamaton,1 kg,,Juustoportti,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,Finland,a,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
8159,6408652226320,Asidofilus & bifido jogurtti,150 g,,Juustoportti,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
8160,6408652226627,Sokeroimaton luumu jogurtti,150 g,,Juustoportti,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts,Plum yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Plum yogurts,,
8161,6408652226870,Hyvin sokeroimaton päärynä-raparperijogurtti,1 kg,,Juustoportti,"Plant-based foods and beverages,Dairies,Fermented foods,Fermented milk products,Dairy substitutes,Desserts,Dairy desserts,Non-dairy desserts,Non-dairy fermented foods,Fermented dairy desserts,Non-dairy yogurts,Fermented dairy desserts with fruits,Soy milk yogurts,Yogurts,Fruit soy yogurts,Fruit yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts,,
8162,6408652227051,AB Jogurtti Lakka,400 g,,Juustoportti,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
8163,6408653126773,Hyvin sokeroimaton proteiinijuoma appelsiini-kaakao,250 ml,,Juustoportti,"Beverages,Dairies,Dairy drinks,Flavoured milks,Chocolate milks",,,Finland,b,Milk and dairy products,Milk and yogurt,"Beverages,Unsweetened beverages",,,Chocolate milks,,
8271,6410405318060,Pirkka laktoositon ruokakerma 15%,2dl,,Pirkka,"Dairies,Creams",,,Finland,d,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Creams,,
8283,6411200111023,,4 x 120 g,,Benecol,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts",,,Finland,a,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
8302,6413300000115,Perinteinen mansikka,150 g,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts,,
8303,6413300000122,Perinteinen Mango-Appelsiin,150 g,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts,,
8304,6413300000313,Perinteinen metsämarja,150 g,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts,,
8305,6413300000412,Perinteinen päärynä-vanilja,150 g,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts,,
8306,6413300000771,Kalinka top persikka-passion jogurtti,150 g,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,,
8307,6413300020410,Luonto + päärynä,1 kg,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts",,,Finland,b,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Fruit yogurts,,
