,Barcode,Product name,Brand,Quantity,Packaging material,Origin,Label,Sale countries,Product group,Food group,Product main category,Environmental score,Environmental score grade,Carbon footprint 1kg,Sustainable footprint score
965,6430064407554,Pirtsakka päärynä,Pingviini,525 g / 1 l,Packaging unknown,Origin unknown,No information available,Finland,Ice cream,"Milk and dairy products,Ice cream",Ice cream in a box,No information available,No information available,2.6,74.2
966,6430064550007,Nams Roterno,Nams,500 g,Packaging unknown,Origin unknown,No information available,Finland,Vegetables,"Fruits and vegetables,Vegetables",Tomatoes,No information available,No information available,1.55,84.8
967,6430065890348,Laskiaispulla,Kauraston-pakari,90 g,Packaging unknown,Origin unknown,No information available,Finland,Pastries,"Sugary snacks,Biscuits and cakes",Pastries,No information available,No information available,2.5,75.2
968,6430067845360,Blueberry,Barebar,40 g,Packaging unknown,Origin unknown,No information available,Finland,Protein snacks and drinks,"Sugary snacks,Biscuits and cakes",fi:hedelmäherkut,No information available,No information available,2.5,75.2
969,6430067845865,Protein Delight strawberry,Leader,32 g,Packaging unknown,Origin unknown,No information available,Finland,Protein snacks and drinks,"Sugary snacks,Biscuits and cakes",Protein bars,No information available,No information available,2.5,75.2
970,6430068540035,Kaurajogu mustikka & kardrmumma,Mo,150 g,Packaging unknown,Origin unknown,No information available,Finland,Sweets,"Sugary snacks,Sweets",Oat milk yogurts,No information available,No information available,2.95,70.7
971,6430068540042,Kaurajogu metsämansikka,Mo,150 g,Packaging unknown,Origin unknown,No information available,Finland,Sweets,"Sugary snacks,Sweets",Oat milk yogurts,No information available,No information available,2.95,70.7
972,6430068540059,Kaurajogu vanilja,Mo,400 g,Packaging unknown,Origin unknown,No information available,Finland,Sweets,"Sugary snacks,Sweets",Oat milk yogurts,No information available,No information available,2.95,70.7
973,6430068540103,Kaurarahku vanilja,Mo,180 g,Packaging unknown,Origin unknown,No information available,Finland,Sweets,"Sugary snacks,Sweets",Non-dairy desserts,No information available,No information available,2.95,70.7
974,6430068540127,Kaurarahku kaakao & toffee,Mo,180 g,Packaging unknown,Origin unknown,No information available,Finland,Sweets,"Sugary snacks,Sweets",Non-dairy desserts,No information available,No information available,2.95,70.7
975,6430068540158,Rahkuvanukas suklaa,Mo,130 g,Packaging unknown,Origin unknown,No information available,Finland,Sweets,"Sugary snacks,Sweets",Non-dairy desserts,No information available,No information available,2.95,70.7
976,6430068540165,Rahkuvanukas,Mo,130 g,Packaging unknown,Origin unknown,No information available,Finland,Sweets,"Sugary snacks,Sweets",Non-dairy desserts,No information available,No information available,2.95,70.7
977,6430068770197,Pizza Sås,"Javla-sas-bolag,Narpes",340 g,Packaging unknown,Origin unknown,No information available,Finland,Dressings and sauces,"Fats and sauces,Dressings and sauces",Pizza sauces,No information available,No information available,4.607,54.1
978,6430070080017,Kotisima,Kossi,1 L,Packaging unknown,Origin unknown,No information available,Finland,Sweetened beverages,"Beverages,Sweetened beverages",fi:simat,No information available,No information available,0.55,94.8
979,6430070650777,Kombucha inkivääri sokeriton,The-good-guys,330 ml,Packaging unknown,Origin unknown,No information available,Finland,Artificially sweetened beverages,"Beverages,Sweetened beverages",Kombuchas,No information available,No information available,0.55,94.8
980,6430071320204,Dark chocolate chips,Gaccu,200 g,Packaging unknown,Origin unknown,No information available,Finland,Chocolate products,"Sugary snacks,Chocolate products",Dark chocolates,No information available,No information available,2.95,70.7
981,6430075360077,Iso Ruislimppu,Juuri,800 g,Packaging unknown,Origin unknown,No information available,Finland,Bread,"Cereals and potatoes,Bread",Rye breads,No information available,No information available,2.5,75.2
982,6430078910026,Kebab riisillä,Brand name unknown,330 g,Packaging unknown,Origin unknown,No information available,Finland,One-dish meals,"Composite foods,One-dish meals",Rice dishes,No information available,No information available,2.95,70.7
983,6430079451023,Kiwigreen,Maqu,150g,Packaging unknown,Origin unknown,No information available,Finland,Fruits,"Fruits and vegetables,Fruits",Fruits desserts,No information available,No information available,1.0,90.3
984,6430081490164,Vanilla Lingonberry soygurt,Oddly-good,400 g,Packaging unknown,Origin unknown,No information available,Finland,Sweets,"Sugary snacks,Sweets",Soy milk yogurts,No information available,No information available,2.95,70.7
985,6430104964023,Parsakaali Wings,Apetit,400 g,Packaging unknown,Origin unknown,No information available,Finland,Vegetables,"Fruits and vegetables,Vegetables",Prepared vegetables,No information available,No information available,1.55,84.8
986,6434300142209,Pope-viipaleet,Porin-leipa,470 g,Packaging unknown,Origin unknown,No information available,Finland,Bread,"Cereals and potatoes,Bread",Wheat breads,No information available,No information available,2.5,75.2
987,6434300232207,Tippaleipä 2 kpl,Porin-leipa,2 x 50 g,Packaging unknown,Origin unknown,No information available,Finland,Pastries,"Sugary snacks,Biscuits and cakes",Pastries,No information available,No information available,2.5,75.2
988,6434300232306,Tippaleipä,Sarpi,2 x 50 g,Packaging unknown,Origin unknown,No information available,Finland,Pastries,"Sugary snacks,Biscuits and cakes",Pastries,No information available,No information available,2.5,75.2
989,6436501057337,Paahdettu ja suolattu Cashewpähkinä,Salliselta,350 g,Packaging unknown,Origin unknown,No information available,Finland,Nuts,"Salty snacks,Nuts",Nuts,No information available,No information available,2.9,71.2
990,6438324701237,Gato Negro,San-pedro,1 L,Packaging unknown,Origin unknown,No information available,Finland,Alcoholic beverages,Alcoholic beverages,White wines,No information available,No information available,0.65,93.8
991,6438448002555,Makeissekoitus,Prisma,1 kg,Packaging unknown,Origin unknown,No information available,Finland,Sweets,"Sugary snacks,Sweets",Candies,No information available,No information available,2.95,70.7
992,6438460232800,Appelsiini virvoitusjuoma sokeriton,Xtra,"1,5 L",Packaging unknown,Origin unknown,No information available,Finland,Artificially sweetened beverages,"Beverages,Sweetened beverages",Sodas,No information available,No information available,0.55,94.8
993,6438460602405,Kauravälipala metsämarja,Kotimaista,400 g,Packaging unknown,Origin unknown,No information available,Finland,Sweets,"Sugary snacks,Sweets",Oat milk yogurts,No information available,No information available,2.95,70.7
994,6438460602412,Kauravälipala mustaherukka,Kotimaista,400 g,Packaging unknown,Origin unknown,No information available,Finland,Sweets,"Sugary snacks,Sweets",Oat milk yogurts,No information available,No information available,2.95,70.7
995,6438460876042,Kotimaista vapaa lattiakanalan munia,Brand name unknown,6 eggs,Packaging unknown,Origin unknown,No information available,Finland,Eggs,"Fish‚ Meat‚ Eggs,Eggs",Egg white,No information available,No information available,2.7,73.2
996,6438460904776,Lemon and pepper fish in oil,Kotimaista,150g / 115g,Packaging unknown,Origin unknown,No information available,Finland,Canned foods,"Fish‚ Meat‚ Eggs,Fish and seafood",Canned fishes,No information available,No information available,8.45,15.5
997,6457300200007,Currykana ja jasmiiniriisi,Edun-herkku,350 g,Packaging unknown,Origin unknown,No information available,Finland,One-dish meals,"Composite foods,One-dish meals",Meals with chicken,No information available,No information available,2.95,70.7
998,6470910139680,Nectar multifruits - €.C.O.+ - 2L,C-o,2000.0g,Packaging unknown,Origin unknown,No information available,Finland,Fruit nectars,"Beverages,Fruit nectars",Multifruit nectars,No information available,No information available,0.95,90.8
999,6908946290872,Pepsi Raw Cola Zero,Pepsi,330 ml,Packaging unknown,Origin unknown,No information available,Finland,Artificially sweetened beverages,"Beverages,Sweetened beverages",Colas,No information available,No information available,0.55,94.8
1000,6928804024029,Coca cola league of legends,Coca-cola,330 ml,Packaging unknown,Origin unknown,No information available,Finland,Artificially sweetened beverages,"Beverages,Sweetened beverages",Colas,No information available,No information available,0.55,94.8
1001,7039010573597,Big One Double Pepperoni,Grandiosa,590 g,Packaging unknown,Origin unknown,No information available,Finland,Pizza pies and quiches,"Composite foods,Pizza pies and quiches",Pizzas,No information available,No information available,2.95,70.7
1002,7310130004902,Havre Dryck,Gogreen,1 L,Packaging unknown,Origin unknown,No information available,Finland,Plant-based milk substitutes,"Beverages,Plant-based milk substitutes",Oat-based drinks,No information available,No information available,0.9,91.3
1003,7310240651287,Felix tomaattiketchup,Felix,1 kg,Packaging unknown,Origin unknown,No information available,Finland,Dressings and sauces,"Fats and sauces,Dressings and sauces",Groceries,No information available,No information available,4.607,54.1
1004,7310240651881,Tomaattiketchup,Felix,"1,25 kg",Packaging unknown,Origin unknown,No information available,Finland,Dressings and sauces,"Fats and sauces,Dressings and sauces",Ketchup,No information available,No information available,4.607,54.1
1005,7310240800586,Halloumi hotpot,Felix-veggie,370 g,Packaging unknown,Origin unknown,No information available,Finland,One-dish meals,"Composite foods,One-dish meals",Meals,No information available,No information available,2.95,70.7
1006,7310401049434,Trocadero Zero Sugar,Trocadero,"1,5 L",Packaging unknown,Origin unknown,No information available,Finland,Artificially sweetened beverages,"Beverages,Artificially sweetened beverages",Diet sodas,No information available,No information available,0.55,94.8
1007,7310500045863,Kanelipulla,Findus,700g,Packaging unknown,Origin unknown,No information available,Finland,Pastries,"Sugary snacks,Biscuits and cakes",Pastries,No information available,No information available,2.5,75.2
1008,7310532109625,Hot Chili & Sourcream,estrella,275g,Packaging unknown,Origin unknown,No information available,Finland,One-dish meals,"Composite foods,One-dish meals",Flavoured potato crisps,No information available,No information available,2.95,70.7
1009,7310861015239,Delicious pear,gainomax,250 ml,Packaging unknown,Origin unknown,No information available,Finland,Protein snacks and drinks,"Beverages,Artificially sweetened beverages",Dairy drinks,No information available,No information available,0.55,94.8
1010,7310861040842,Protein bar toffee,"Gainomax,Midsona",60 g,Packaging unknown,Origin unknown,No information available,Finland,Protein snacks and drinks,"Sugary snacks,Biscuits and cakes",Protein bars,No information available,No information available,2.5,75.2
1011,7310890601922,Vadelmakakku,"Frodinge,Orkla,Orkla-foods",500 g,Packaging unknown,Origin unknown,No information available,Finland,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",Frozen cakes and pastries,No information available,No information available,2.5,75.2
1012,7311440601119,Troopiset hedelmat Soygurt,Planti,2 x 150 g,Packaging unknown,Origin unknown,No information available,Finland,Plant-based milk substitutes,"Milk and dairy products,Milk and yogurt",Fruit soy yogurts,No information available,No information available,1.05,89.8
1013,7311440601164,Vaniljakastike Kaura,Planti,2 dL,Packaging unknown,Origin unknown,No information available,Finland,Dressings and sauces,"Fats and sauces,Dressings and sauces",Dessert sauces,No information available,No information available,4.607,54.1
1014,7311870031463,Kepeä Kadett 5%,Arla,500g,Packaging unknown,Origin unknown,No information available,Finland,Cheese,"Milk and dairy products,Cheese",Cheeses,No information available,No information available,12.05,0.0
1015,7312170029211,Havregrøt Ban&Bring&Yog 18mnd 470g Semper,Bonaventura-sales,470 g,Packaging unknown,Origin unknown,No information available,Finland,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",Porridge,No information available,No information available,2.65,73.7
1016,7312930009262,Daim cheesecake,"Almondy,Daim",85 g,Packaging unknown,Origin unknown,No information available,Finland,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",Cheesecakes,No information available,No information available,2.5,75.2
1017,7312930009286,Oreo cheesecake,Brand name unknown,80 g,Packaging unknown,Origin unknown,No information available,Finland,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",Cheesecakes,No information available,No information available,2.5,75.2
1018,7312930010534,Toblerone cheesecake,Toblerone,85 g,Packaging unknown,Origin unknown,No information available,Finland,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",Cheesecakes,No information available,No information available,2.5,75.2
1019,7322550030164,Hollandaisekastike,Bla-band,3 x 2 dl,Packaging unknown,Origin unknown,No information available,Finland,Dressings and sauces,"Fats and sauces,Dressings and sauces",Sauces,No information available,No information available,4.607,54.1
1020,7330869112853,Supersalta sillar,Malaco,1800 g,Packaging unknown,Origin unknown,No information available,Finland,Sweets,"Sugary snacks,Sweets",Candies,No information available,No information available,2.95,70.7
1021,7340011320012,Pyttipannu,"Xtra,Coop",1kg,Packaging unknown,Origin unknown,No information available,Finland,One-dish meals,"Composite foods,One-dish meals",Frozen ready-made meals,No information available,No information available,2.95,70.7
1022,7340011320029,Poimutetut ranskanperunat,Xtra,1 kg,Packaging unknown,Origin unknown,No information available,Finland,Potatoes,"Cereals and potatoes,Potatoes",ru:картофе,No information available,No information available,0.2,98.3
1023,7340011423225,LETTUHILLO PANNKAKSSYLT,Xtra,800g,Packaging unknown,Origin unknown,No information available,Finland,Sweets,"Sugary snacks,Sweets",Berry jams,No information available,No information available,2.95,70.7
1024,7340011447887,Mangorahka,Rainbow,150 g,Packaging unknown,Origin unknown,No information available,Finland,Dairy desserts,"Milk and dairy products,Dairy desserts",Fruit quarks,No information available,No information available,2.05,79.8
1025,7340011457114,Riisivälipala trooppiset hedelmät,Rainbow,175 g,Packaging unknown,Origin unknown,No information available,Finland,Dairy desserts,"Milk and dairy products,Dairy desserts",Rice puddings,No information available,No information available,2.05,79.8
1026,7340011457121,Riisivälipala vadelma,Rainbow,175 g,Packaging unknown,Origin unknown,No information available,Finland,Dairy desserts,"Milk and dairy products,Dairy desserts",Rice puddings,No information available,No information available,2.05,79.8
1027,7340011457138,Riisivälipala mansikka,Rainbow,175 g,Packaging unknown,Origin unknown,No information available,Finland,Dairy desserts,"Milk and dairy products,Dairy desserts",Rice puddings,No information available,No information available,2.05,79.8
1028,7340011465010,Cheddar Raaste,Rainbow,175 g,Packaging unknown,Origin unknown,No information available,Finland,Cheese,"Milk and dairy products,Cheese",Cheddar cheese,No information available,No information available,12.05,0.0
1029,7340011475460,Mjuka vetetortillas,Xtra,280 g,Packaging unknown,Origin unknown,No information available,Finland,Bread,"Cereals and potatoes,Bread",Wheat flatbreads,No information available,No information available,2.5,75.2
1030,7340011483410,Hunaja,Rainbow,500 g,Packaging unknown,Origin unknown,No information available,Finland,Sweets,"Sugary snacks,Sweets",fi:hunaja,No information available,No information available,2.95,70.7
1031,7340011495215,Pizza sauce,Coop,340 g,Packaging unknown,Origin unknown,No information available,Finland,Dressings and sauces,"Fats and sauces,Dressings and sauces",Sauces,No information available,No information available,4.607,54.1
1032,7340191107960,Rainbow salt biscuits,Rainbow,200g,Packaging unknown,Origin unknown,No information available,Finland,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",Biscuits,No information available,No information available,2.5,75.2
1033,7340191108882,Kidneypavut chilikastikkeessa,Rainbow,390 g,Packaging unknown,Origin unknown,No information available,Finland,Canned foods,"Cereals and potatoes,Legumes",Canned red kidney beans,No information available,No information available,1.55,84.8
1034,7340191114845,Tortellini ricotta ja pinaatti,Xtra,500 g,Packaging unknown,Origin unknown,No information available,Finland,One-dish meals,"Composite foods,One-dish meals",Cheese ravioli,No information available,No information available,2.95,70.7
1035,7340191120341,Punainen cheddarjuusto,Rainbow,250 g,Packaging unknown,Origin unknown,No information available,Finland,Cheese,"Milk and dairy products,Cheese",Cheeses,No information available,No information available,12.05,0.0
1036,7340191122864,Pizza Grande Mozzarella,Rainbow,605 g,Packaging unknown,Origin unknown,No information available,Finland,Pizza pies and quiches,"Composite foods,Pizza pies and quiches",Margherita Pizza,No information available,No information available,2.95,70.7
1037,7340191129542,Chicken Red Curry,Rainbow,400 g,Packaging unknown,Origin unknown,No information available,Finland,One-dish meals,"Composite foods,One-dish meals",Meals with chicken,No information available,No information available,2.95,70.7
1038,7340191129962,Mysli patukka Jogurtti-Mansikka,Rainbow,6 x 30 g,Packaging unknown,Origin unknown,No information available,Finland,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",Breakfast cereals,No information available,No information available,2.65,73.7
1039,7340191132955,Riisivälipala mustikka,Rainbow,175 g,Packaging unknown,Origin unknown,No information available,Finland,Dairy desserts,"Milk and dairy products,Dairy desserts",Rice puddings,No information available,No information available,2.05,79.8
1040,7340191139756,"Nut mix, roasted & salted",Rainbow,200g,Packaging unknown,Origin unknown,No information available,Finland,Nuts,"Salty snacks,Nuts",Nuts,No information available,No information available,2.9,71.2
1041,7340191143340,Spaghetti bolognese,Rainbow,400g,Packaging unknown,Origin unknown,No information available,Finland,One-dish meals,"Composite foods,One-dish meals",Bolognese spaghetti,No information available,No information available,2.95,70.7
1042,7340191146075,Choco shells,Xtra,250g,Packaging unknown,Origin unknown,No information available,Finland,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",Extruded cereals,No information available,No information available,2.65,73.7
1043,7350000552843,Oîkos with salted caramel,"Danone,Oikos",220 g (2x110g),Packaging unknown,Origin unknown,No information available,Finland,Yogurt,"Milk and dairy products,Milk and yogurt",Greek-style yogurts,No information available,No information available,1.05,89.8
1044,7350040162736,Dry Roasted Natural Mix Non-Salted,Nutisal,175g,Packaging unknown,Origin unknown,No information available,Finland,Nuts,"Salty snacks,Nuts",Nuts,No information available,No information available,2.9,71.2
1045,7350126086390,Mannafrutti vadelma,Mannafrutti,165 g,Packaging unknown,Origin unknown,No information available,Finland,Dairy desserts,"Milk and dairy products,Dairy desserts",Dairy desserts,No information available,No information available,2.05,79.8
1046,7350126086826,Simply Delicious 3 Juustoa & aprikoosi,Grandiosa,300 g,Packaging unknown,Origin unknown,No information available,Finland,Pizza pies and quiches,"Composite foods,Pizza pies and quiches",Pizzas,No information available,No information available,2.95,70.7
1047,7394376620492,Strawberry Confusion,Oatly,340 g / 500 ml,Packaging unknown,Origin unknown,No information available,Finland,Ice cream,"Milk and dairy products,Ice cream",Plant-based ice cream tubs,No information available,No information available,2.6,74.2
1048,7408102074968,Fresh Bowl sesame chicken & rice,Via,330 g,Packaging unknown,Origin unknown,No information available,Finland,One-dish meals,"Composite foods,One-dish meals",Meals,No information available,No information available,2.95,70.7
1049,7622210655745,Marabou Darkmilk Chocolate Roasted Almonds,Marabou,85 g,Packaging unknown,Origin unknown,No information available,Finland,Chocolate products,"Sugary snacks,Chocolate products",Milk chocolates with almonds,No information available,No information available,2.95,70.7
1050,8001665724791,Rana Parmigiana di Melanzane,Giovanni-rana,300g,Packaging unknown,Origin unknown,No information available,Finland,One-dish meals,"Composite foods,One-dish meals",Microwave meals,No information available,No information available,2.95,70.7
1051,8005665002224,Naturale intero yogurt,Sprintday,125 g,Packaging unknown,Origin unknown,No information available,Finland,Yogurt,"Milk and dairy products,Milk and yogurt",Yogurts,No information available,No information available,1.05,89.8
1052,8007548015000,Pizza Sauce with Calabrian Chili Pepper,delizie-di-calabria,220 g,Packaging unknown,Origin unknown,No information available,Finland,Dressings and sauces,"Fats and sauces,Dressings and sauces",Tomato sauces,No information available,No information available,4.607,54.1
1053,8033837721420,chopper tomatoes,Rosso-gargano,250 g,Packaging unknown,Origin unknown,No information available,Finland,Vegetables,"Fruits and vegetables,Vegetables",Boiled tomato pulp and peel,No information available,No information available,1.55,84.8
1054,8410783122417,Chorizo barbecue,Noel,200 gr,Packaging unknown,Origin unknown,No information available,Finland,Processed meat,"Fish‚ Meat‚ Eggs,Processed meat",Sausages,No information available,No information available,13.15,0.0
1055,8445290551641,KitKat Hazelnut flavor,Nestlé,41.5g,Packaging unknown,Origin unknown,No information available,Finland,Chocolate products,"Sugary snacks,Biscuits and cakes",Chocolate candies,No information available,No information available,2.5,75.2
1056,8445290551917,Kitkat caramel flavour,Nestlé,41.5g,Packaging unknown,Origin unknown,No information available,Finland,Chocolate products,"Sugary snacks,Biscuits and cakes",Chocolate candies,No information available,No information available,2.5,75.2
1057,8690661079532,Gesas Tahin,Gesas,500 g,Packaging unknown,Origin unknown,No information available,Finland,Dressings and sauces,"Cereals and potatoes,Cereals",Tahini,No information available,No information available,2.65,73.7
1058,8710398014580,lays,Brand name unknown,"27,5g",Packaging unknown,Origin unknown,No information available,Finland,Appetizers,"Salty snacks,Appetizers",Potato crisps,No information available,No information available,2.1,79.2
1059,8710508550045,Fourré vanilla,Hellema,500g,Packaging unknown,Origin unknown,No information available,Finland,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",Filled biscuits,No information available,No information available,2.5,75.2
1060,8710912058441,Robusto,Parrano,100 g,Packaging unknown,Origin unknown,No information available,Finland,Cheese,"Milk and dairy products,Cheese",Grated cheese,No information available,No information available,12.05,0.0
1061,8711200528189,Kermakastike,"Knorr,Unilever",220g,Packaging unknown,Origin unknown,No information available,Finland,Dressings and sauces,"Fats and sauces,Dressings and sauces",Groceries,No information available,No information available,4.607,54.1
1062,8711327329034,Mansikkatuutti,"Ingman,Gb","120 ml, 62g",Packaging unknown,Origin unknown,No information available,Finland,Ice cream,"Milk and dairy products,Ice cream",Strawberry-ice-cream-cones,No information available,No information available,2.6,74.2
1063,8711327536791,Solero Vanilla Ice Cream With Exotic Fruit Sauce,Solero,530 g,Packaging unknown,Origin unknown,No information available,Finland,Ice cream,"Milk and dairy products,Ice cream",Ice creams,No information available,No information available,2.6,74.2
1064,8713800138812,Tutti Frutti Twists,Red-band,100 g,Packaging unknown,Origin unknown,No information available,Finland,Sweets,"Sugary snacks,Sweets",Gummi candies,No information available,No information available,2.95,70.7
1065,8714100868867,Knorr Veggie Snack Mediterranean Couscous 73g,Knorr,0.073 kg,Packaging unknown,Origin unknown,No information available,Finland,One-dish meals,"Composite foods,One-dish meals",Prepared couscous,No information available,No information available,2.95,70.7
1066,8717438741468,Barkleys Aniseed,Barkleys,50g,Packaging unknown,Origin unknown,No information available,Finland,Sweets,"Sugary snacks,Sweets",Confectioneries,No information available,No information available,2.95,70.7
1067,8718114829661,Ranskalainen sipulikeitto,"Knorr,Unilever",2x52 g,Packaging unknown,Origin unknown,No information available,Finland,One-dish meals,"Composite foods,One-dish meals",Dried meals,No information available,No information available,2.95,70.7
1068,8719200192409,Flora & Voi,Upfield-sweden-ab,400 grams,Packaging unknown,Origin unknown,No information available,Finland,Fats,"Salty snacks,Salty and fatty products",Butters,No information available,No information available,2.1,79.2
1069,8720812770282,Custard mochi kiwi,Tokimeki,168 g,Packaging unknown,Origin unknown,No information available,Finland,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",Mochi,No information available,No information available,2.5,75.2
1070,8858859003305,Freeze-dried Durian,King-power,100 g,Packaging unknown,Origin unknown,No information available,Finland,Dried fruits,"Fruits and vegetables,Dried fruits",Dried fruits,No information available,No information available,2.9,71.2
1071,8858984832146,Thai cube creamy tom yum chicken with noodles,Kitchen-joy,320 g,Packaging unknown,Origin unknown,No information available,Finland,One-dish meals,"Composite foods,One-dish meals",Meals,No information available,No information available,2.95,70.7
1072,8858984832221,Green Cube,Kitchen-joy,300 g,Packaging unknown,Origin unknown,No information available,Finland,One-dish meals,"Composite foods,One-dish meals",Pasta dishes,No information available,No information available,2.95,70.7
1073,90456268,The Summer Edition - Curuba,Red-bull,250ml,Packaging unknown,Origin unknown,No information available,Finland,Sweetened beverages,"Beverages,Sweetened beverages",Energy drinks,No information available,No information available,0.55,94.8
1074,4056489063360,Meetvursti kevyt,Kartanon,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Processed meat,"Fish‚ Meat‚ Eggs,Processed meat",Sausages,No information available,unknown,13.15,0.0
1075,4740125582147,PROfeel tropica,valio-profeel,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Protein snacks and drinks,"Beverages,Sweetened beverages",Sodas,No information available,not-applicable,0.55,94.8
1076,6408430407965,Maito-rahka,Valio,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Dairy desserts,"Milk and dairy products,Dairy desserts",Plain quarks,No information available,unknown,2.05,79.8
1077,6411401092282,Suffeli,Fazer,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Chocolate products,"Sugary snacks,Sweets",Chocolate candies,No information available,unknown,2.95,70.7
1078,6411402672803,Runebergintorttu,Fazer,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Pastries,"Sugary snacks,Biscuits and cakes",Runeberg torte,No information available,unknown,2.5,75.2
1079,6412000030576,Lasagne lton,Saarioinen,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,One-dish meals,"Composite foods,One-dish meals",Prepared lasagne,No information available,unknown,2.95,70.7
1080,6413300024388,Piparkakku rahka,Arla,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Dairy desserts,"Milk and dairy products,Dairy desserts",Quarks,No information available,unknown,2.05,79.8
1081,6414893385672,Product name unknown,Kotimaista,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Milk and yogurt,"Milk and dairy products,Milk and yogurt",Dairy drinks,No information available,unknown,1.05,89.8
1082,6415600503044,Muumi Metsämansikka,Brand name unknown,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Sweetened beverages,"Beverages,Sweetened beverages",Beverages,No information available,unknown,0.55,94.8
1083,6415712507831,Cola,Rainbow,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Artificially sweetened beverages,"Beverages,Artificially sweetened beverages",Diet cola soft drink,No information available,not-applicable,0.55,94.8
1084,6421766033219,Pronutrition bar,Pro-nutrition-energy-for-life,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Protein snacks and drinks,"Sugary snacks,Biscuits and cakes",Bars,No information available,unknown,2.5,75.2
1085,6421882000324,Pain noir,Brand name unknown,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Bread,"Cereals and potatoes,Bread",Breads,No information available,unknown,2.5,75.2
1086,6423654001201,Salam de biscuit,Happy,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Meat,"Fish‚ Meat‚ Eggs,Meat,Meat other than poultry",Meats,No information available,unknown,43.33,0.0
1087,6430104960780,Pinaattikeitto,Apetit,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,One-dish meals,"Composite foods,One-dish meals",Soups,No information available,unknown,2.95,70.7
1088,6438574132362,Caramel Protein pudding,Coop,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Protein snacks and drinks,"Milk and dairy products,Dairy desserts",Puddings,No information available,unknown,2.05,79.8
1089,6438574132485,Protein Vanilla Pudding,Coop,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Protein snacks and drinks,"Milk and dairy products,Dairy desserts",Puddings,No information available,unknown,2.05,79.8
1090,6438574132522,Protein pudding Choco,Coop,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Protein snacks and drinks,"Milk and dairy products,Dairy desserts",Puddings,No information available,unknown,2.05,79.8
1091,6928804011456,Apple,fanta,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Sweetened beverages,"Beverages,Sweetened beverages",Sodas,No information available,not-applicable,0.55,94.8
1092,7310240171778,Americana pizza,Grandiosa,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Pizza pies and quiches,"Composite foods,Pizza pies and quiches",Frozen pizzas,No information available,unknown,2.95,70.7
1093,7310240661484,Felix perunamuusi 12 annosta 440 g,Felix,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Potatoes,"Cereals and potatoes,Potatoes",Mashed potatoes,No information available,unknown,0.2,98.3
1094,7310861040873,Fudge Sea Salt ,gainomax,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Protein snacks and drinks,"Sugary snacks,Biscuits and cakes",Protein bars,No information available,unknown,2.5,75.2
1095,7311312008084,Tortilla Chips Salted,Santa-maria,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Appetizers,"Salty snacks,Appetizers",Crisps,No information available,unknown,2.1,79.2
1096,8445290486714,Lion vohvelipatukka,Nestlé,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Chocolate products,"Sugary snacks,Biscuits and cakes",Chocolate candies,No information available,unknown,2.5,75.2
1097,646670525155,Riced cauliflower,Sprouts,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Vegetables,"Fruits and vegetables,Vegetables",Frozen vegetables,No information available,No information available,1.55,84.8
1098,647878060295,Diced Tomatoes in Tomato Juice,California-healthy-harvest,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Canned foods,"Fruits and vegetables,Vegetables",Tomatoes,No information available,No information available,1.55,84.8
1099,1018747007960,Abernethy,Simmers,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",Biscuits,No information available,No information available,2.5,75.2
