,Barcode,Product name,Brand,Quantity,Packaging material,Origin,Label,Sale countries,Product group,Food group,Product main category,Environmental score,Environmental score grade,Carbon footprint 1kg,Sustainable footprint score
1100,11288992,Isey skyr,Skyr-wanhanajan-vanilja,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Dairy desserts,"Milk and dairy products,Dairy desserts",Skyrs,No information available,No information available,2.05,79.8
1101,20088460,Wafer thin cooked ham,Dulano,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Processed meat,"Fish‚ Meat‚ Eggs,Processed meat",Hams,No information available,No information available,13.15,0.0
1102,20287481,Chicken breast fillets pre-cooked,Culinea,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Poultry,"Fish‚ Meat‚ Eggs,Meat,Poultry",Chicken breasts,No information available,No information available,43.33,0.0
1103,20642914,Kevyt kermaviili,Pohjolan-meijeri,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Milk and yogurt,"Milk and dairy products,Milk and yogurt",Creams,No information available,No information available,1.05,89.8
1104,20941680,Weissbier,Patronus,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Alcoholic beverages,Alcoholic beverages,Beers from Germany,No information available,No information available,0.65,93.8
1105,2358684204961,Porsaan tomahawk steak,Tamminen,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Pork,"Fish‚ Meat‚ Eggs,Meat,Meat other than poultry",Pork ribs,No information available,No information available,43.33,0.0
1106,2385263804809,Savukirjolohifilee,Kalaneuvos,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Fish and seafood,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish",Smoked trouts,No information available,No information available,8.45,15.5
1107,2387975507726,Savulohifilee,Hatala,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Fish and seafood,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish",Smoked salmons,No information available,No information available,8.45,15.5
1108,3263530000330,Pierre Sparr Riesling Grande Reserve 2017,Maison-pierre-sparr-successeurs,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Alcoholic beverages,Alcoholic beverages,Wines,No information available,No information available,0.65,93.8
1109,3614070097913,Vuohenjuusto,Chavroux,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Cheese,"Milk and dairy products,Cheese",Goat cheeses,No information available,No information available,12.05,0.0
1110,3800020492482,KitKat Chunky,Nestlé,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Chocolate products,"Sugary snacks,Biscuits and cakes",Bars-covered-with-chocolate,No information available,No information available,2.5,75.2
1111,4009900535175,Juicy Fruit,Wrigley-s,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Sweets,"Sugary snacks,Sweets",Chewing gum,No information available,No information available,2.95,70.7
1112,4011800407339,Nuts & choc,Corny,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Nuts,"Sugary snacks,Biscuits and cakes",Nut bars,No information available,No information available,2.5,75.2
1113,4056489061854,Smetana,Pohjolan-meijeri,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Milk and yogurt,"Milk and dairy products,Milk and yogurt",Creams,No information available,No information available,1.05,89.8
1114,4056489062233,Hunajamarinoitu kanan paistisuikale,Kanamestari,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Poultry,"Fish‚ Meat‚ Eggs,Meat,Poultry",Chickens,No information available,No information available,43.33,0.0
1115,4056489063018,Hunajamarinoitu kanan fileesuikale,Kanamestari,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Poultry,"Fish‚ Meat‚ Eggs,Meat,Poultry",Chickens,No information available,No information available,43.33,0.0
1116,4056489253051,Ruispalat,Leipaaitta,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Bread,"Cereals and potatoes,Bread",Rye breads,No information available,No information available,2.5,75.2
1117,4056489454519,Jogurtti,milbona,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Yogurt,"Milk and dairy products,Milk and yogurt",Yogurts,No information available,No information available,1.05,89.8
1118,4056489489887,Salad mix FRISE,"chef-select,lidl",Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,One-dish meals,"Composite foods,One-dish meals",Prepared salads,No information available,No information available,2.95,70.7
1119,4056489781738,Hamburger sauce,Kania,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Dressings and sauces,"Fats and sauces,Dressings and sauces",Burger sauces,No information available,No information available,4.607,54.1
1120,4066600192367,Weissbier Munich Wheat Beer,Paulanen,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Alcoholic beverages,Alcoholic beverages,Beers,No information available,No information available,0.65,93.8
1121,4740098081333,A. Le Coq Premium,A-le-coq,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Unsweetened beverages,"Beverages,Unsweetened beverages",Non-alcoholic beers,No information available,No information available,0.55,94.8
1122,4751001585756,Makrillifilee tomaattikastikkeessa,Riga-gold,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Canned foods,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish",Mackerel fillets with tomato sauce,No information available,No information available,8.45,15.5
1123,4770301237837,Beach uber kiwamo & buddhas hand,Kane-s-soda-pop,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Sweetened beverages,"Beverages,Sweetened beverages",Sodas,No information available,No information available,0.55,94.8
1124,5010338022402,Wholewheat noodles,Blue-dragon,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Cereals,"Cereals and potatoes,Cereals",Noodles,No information available,No information available,2.65,73.7
1125,5010338101817,Wholewheat noodles,Blue-drago,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Cereals,"Cereals and potatoes,Cereals",Noodles,No information available,No information available,2.65,73.7
1126,5059319017310,Crunchy Müsli,Kellogg's,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",Mueslis,No information available,No information available,2.65,73.7
1127,5060088500682,Energy cola,mad-croc,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Sweetened beverages,"Beverages,Sweetened beverages",Sodas,No information available,No information available,0.55,94.8
1128,5410188037340,Pressed apple,Tropicana,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Fruit juices,"Beverages,Fruit juices",Apple juices,No information available,No information available,0.95,90.8
1129,5690527983006,skyr vanilja-suklaamuru,Isey,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Dairy desserts,"Milk and dairy products,Dairy desserts",Skyrs,No information available,No information available,2.05,79.8
1130,5690845000423,Skyr persikka,Isey,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Dairy desserts,"Milk and dairy products,Dairy desserts",Fruit skyrs,No information available,No information available,2.05,79.8
1131,5690845000751,Skyr mustikka,Isey,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Dairy desserts,"Milk and dairy products,Dairy desserts",Fruit skyrs,No information available,No information available,2.05,79.8
1132,5690845001345,Isey Skyr mango-meloni,Isey,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Dairy desserts,"Milk and dairy products,Dairy desserts",Fruit skyrs,No information available,No information available,2.05,79.8
1133,5690845001673,Skyr limited edition,Isey,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Dairy desserts,"Milk and dairy products,Dairy desserts",Skyrs,No information available,No information available,2.05,79.8
1134,5706779060973,Dry Roasted Cashews,Earth-control,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Nuts,"Salty snacks,Nuts",Cashew nuts,No information available,No information available,2.9,71.2
1135,5706911004124,Chicken Red Curry with Jasmine Rice,Nice-n-easy,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Poultry,"Fish‚ Meat‚ Eggs,Meat,Poultry",Chicken curry,No information available,No information available,43.33,0.0
1136,5706911021473,Chicken panang with jasmine rice,Tuk-tuk,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,One-dish meals,"Composite foods,One-dish meals",Meals with meat,No information available,No information available,2.95,70.7
1137,5709281011297,Creamy mousse,Dolce,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Dairy desserts,"Milk and dairy products,Dairy desserts",Chocolate mousses,No information available,No information available,2.05,79.8
1138,5711953033926,Loputon kerma juusto,Arla,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Cheese,"Milk and dairy products,Cheese",Cheeses,No information available,No information available,12.05,0.0
1139,5711953131462,Frappucino Sweet creamy coffee,Starbucks,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Milk and yogurt,"Beverages,Teas and herbal teas and coffees",Coffee drinks,No information available,No information available,11.8,0.0
1140,5711953155000,Creamy mocha delight Frappucino,Starbucks,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Milk and yogurt,"Milk and dairy products,Milk and yogurt",Dairy drinks,No information available,No information available,1.05,89.8
1141,5712849001302,Lasagne bolognese,Food-delivery,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,One-dish meals,"Composite foods,One-dish meals",Bolognese lasagne,No information available,No information available,2.95,70.7
1142,5774540692708,Pingvin salty caramel,Toms,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Sweets,"Sugary snacks,Sweets",Confectioneries,No information available,No information available,2.95,70.7
1143,5905784910987,Stawberry sponge cakes,Delisaba,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",Cakes,No information available,No information available,2.5,75.2
1144,5906747309503,Digestive classic,Lu,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",Biscuits,No information available,No information available,2.5,75.2
1145,6405020030541,Täyteläinen Gouda,Kuusamon-juusto,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Cheese,"Milk and dairy products,Cheese",Gouda,No information available,No information available,12.05,0.0
1146,6405136005488,Sushi,Kalatukku-e-eriksson-oy,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,One-dish meals,"Composite foods,One-dish meals",Sushis,No information available,No information available,2.95,70.7
1147,6405304002585,Chili con carne,Kokkikartano,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,One-dish meals,"Composite foods,One-dish meals",Chili con carne,No information available,No information available,2.95,70.7
1148,6405366990004,Hereford grill sausage,Salmensuu,Quantity unknown,Packaging unknown,Origin unknown,No information available,Finland,Processed meat,"Fish‚ Meat‚ Eggs,Processed meat",Sausages,No information available,No information available,13.15,0.0
